gene_symbol,sources,confidence,moi,evidence,disease,hgnc_id,in_clinvar
ATP13A2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Kufor-Rakeb syndrome,HGNC:30213,False
ATP1A2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies",HGNC:800,False
ATP2A1,GenCC,medium,Autosomal recessive,strong,Brody myopathy,,False
ATP5F1A,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 4B",,False
ATP5F1D,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 5",,False
ATP5F1E,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 3",,False
ATP5MK,GenCC,medium,Autosomal recessive,moderate,Leigh syndrome,,False
ATP5PO,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 7",,False
ATP6V0A1,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with epilepsy and brain atrophy,,False
ATP6V0A2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,autosomal recessive cutis laxa type 2A,HGNC:18481,False
ATP6V0A4,GenCC,medium,Autosomal recessive,strong,"renal tubular acidosis, distal, 3, with or without sensorineural hearing loss",,False
ATP6V1A,GenCC,medium,Autosomal recessive,strong,autosomal recessive cutis laxa type 2D,,False
ATP6V1B1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss",HGNC:853,False
ATP6V1E1,GenCC,medium,Autosomal recessive,strong,autosomal recessive cutis laxa type 2C,,False
ATP7B,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Wilson disease,HGNC:870,False
ATP8A2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"cerebellar ataxia, intellectual disability, and dysequilibrium",HGNC:13533,False
ATP8B1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,progressive familial intrahepatic cholestasis type 1,HGNC:3706,False
ATP9A,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with poor growth and behavioral abnormalities,,False
ATR,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Seckel syndrome 1,HGNC:882,False
AUH,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,3-methylglutaconic aciduria type 1,HGNC:890,False
AURKC,GenCC,medium,Autosomal recessive,strong,spermatogenic failure 5,,False
AXIN1,GenCC,medium,Autosomal recessive,strong,craniometadiaphyseal osteosclerosis with hip dysplasia,,False
B2M,GenCC,medium,Autosomal recessive,strong,"hypoproteinemia, hypercatabolic",,False
B3GALNT2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11",HGNC:28596,False
B3GALT6,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,B3GALT6-congenital disorder of glycosylation,HGNC:17978,False
B3GAT3,GenCC,medium,Autosomal recessive,strong,"Larsen-like syndrome, B3GAT3 type",,False
B3GLCT,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Peters plus syndrome,HGNC:20207,False
B3GNT2,GenCC,medium,Autosomal recessive,moderate,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13",,False
B4GALNT1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,complex hereditary spastic paraplegia,HGNC:4117,False
B4GALT1,GenCC,medium,Autosomal recessive,strong,B4GALT1-congenital disorder of glycosylation,,False
B4GALT7,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",HGNC:930,False
B4GAT1,GenCC,medium,Autosomal recessive,strong,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13",,False
B9D1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,ciliopathy,HGNC:24123,False
B9D2,GenCC,medium,Autosomal recessive,strong,"Meckel syndrome, type 10",,False
BAAT,GenCC,medium,Autosomal recessive,strong,"hypercholanemia, familial 1",,False
BAG5,GenCC,medium,Autosomal recessive,strong,"cardiomyopathy, dilated, 2F",,False
BANF1,GenCC,medium,Autosomal recessive,strong,Nestor-Guillermo progeria syndrome,,False
BBIP1,GenCC,medium,Autosomal recessive,strong,Bardet-Biedl syndrome 18,,False
BBS1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Bardet-Biedl syndrome 1,HGNC:966,False
BBS10,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,BBS10-related ciliopathy,HGNC:26291,False
BBS12,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Bardet-Biedl syndrome 12,HGNC:26648,False
BBS2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Bardet-Biedl syndrome 2,HGNC:967,False
BBS4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,BBS4-related ciliopathy,HGNC:969,False
BBS5,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,BBS5-related ciliopathy,HGNC:970,False
BBS7,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,BBS7-related ciliopathy,HGNC:18758,False
BBS9,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,BBS9-related ciliopathy,HGNC:30000,False
BCAS3,GenCC,medium,Autosomal recessive,strong,Hengel-Maroofian-Schols syndrome,,False
BCAT2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hypervalinemia and hyperleucine-isoleucinemia,HGNC:977,False
BCHE,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,butyrylcholinesterase deficiency,HGNC:983,False
BCKDHA,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,maple syrup urine disease,HGNC:986,False
BCKDHB,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,maple syrup urine disease type 1B,HGNC:987,False
BCKDK,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,branched-chain keto acid dehydrogenase kinase deficiency,HGNC:16902,False
BCL10,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,immunodeficiency 37,HGNC:989,False
BCL9L,GenCC,medium,Autosomal recessive,moderate,visceral heterotaxy,,False
BCS1L,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Bjornstad syndrome,HGNC:1020,False
BDP1,GenCC,medium,Autosomal recessive,moderate,nonsyndromic genetic hearing loss,,False
BEST1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,autosomal recessive bestrophinopathy,HGNC:12703,False
BET1,GenCC,medium,Autosomal recessive,moderate,"muscular dystrophy, congenital, with rapid progression",,False
BFSP1,GenCC,medium,Autosomal recessive,strong,cataract 33,,False
BFSP2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,cataract 12 multiple types,HGNC:1041,False
BHLHA9,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,mesoaxial synostotic syndactyly with phalangeal reduction,HGNC:35126,False
BICD2,GenCC,medium,Autosomal recessive,strong,autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures,,False
BIN1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,centronuclear myopathy,HGNC:1052,False
BLM,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Bloom syndrome,HGNC:1058,False
BLNK,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"agammaglobulinemia 4, autosomal recessive",HGNC:14211,False
BLOC1S1,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
BLOC1S3,GenCC,medium,Autosomal recessive,strong,Hermansky-Pudlak syndrome 8,,False
BLOC1S5,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Hermansky-Pudlak syndrome 11,HGNC:18561,False
BLOC1S6,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Hermansky-Pudlak syndrome 9,HGNC:8549,False
BLTP1,GenCC,medium,Autosomal recessive,strong,Alkuraya-Kucinskas syndrome,,False
BLVRA,GenCC,medium,Autosomal recessive,moderate,hyperbiliverdinemia,,False
BMP1,GenCC,medium,Autosomal recessive,strong,osteogenesis imperfecta type 13,,False
BMP4,GenCC,medium,Autosomal recessive,moderate,Stickler syndrome,,False
BMPER,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,diaphanospondylodysostosis,HGNC:24154,False
BMPR1B,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,brachydactyly type A2,HGNC:1077,False
BNIP1,GenCC,medium,Autosomal recessive,moderate,spondyloepimetaphyseal dysplasia,,False
BOLA3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,mitochondrial disease,HGNC:24415,False
BORCS8,GenCC,medium,Autosomal recessive,strong,"neurodegeneration, infantile-onset, with optic atrophy and brain abnormalities",,False
BPGM,GenCC,medium,Autosomal recessive,strong,hemolytic anemia due to diphosphoglycerate mutase deficiency,,False
BPNT2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"chondrodysplasia with joint dislocations, gPAPP type",HGNC:26019,False
BRAT1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,neonatal-onset encephalopathy with rigidity and seizures,HGNC:21701,False
BRCA1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"Fanconi anemia, complementation group S",HGNC:1100,False
BRCA2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group D1,HGNC:1101,False
BRF1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,cerebellar-facial-dental syndrome,HGNC:11551,False
BRIP1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group J,HGNC:20473,False
BSCL2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,lipodystrophy,HGNC:15832,False
BSN,GenCC,medium,Autosomal recessive,strong,epilepsy,,False
BSND,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Bartter disease type 4A,HGNC:16512,False
BTD,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,biotinidase deficiency,HGNC:1122,False
BTG4,GenCC,medium,Autosomal recessive,strong,oocyte maturation defect 8,,False
BUB1,GenCC,medium,Autosomal recessive,moderate,"microcephaly 30, primary, autosomal recessive",,False
BUB1B,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,mosaic variegated aneuploidy syndrome 1,HGNC:1149,False
BUD13,GenCC,medium,Autosomal recessive,moderate,achalasia-progeroid syndrome,,False
C12ORF57,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,temtamy syndrome,HGNC:29521,False
C19ORF12,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,neurodegeneration with brain iron accumulation 4,HGNC:25443,False
C1QA,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,systemic lupus erythematosus related to C1QA,HGNC:1241,False
C1QB,GenCC,medium,Autosomal recessive,strong,C1Q deficiency,,False
C1QBP,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,mitochondrial disease,HGNC:1243,False
C1QC,GenCC,medium,Autosomal recessive,strong,C1Q deficiency,,False
C1S,GenCC,medium,Autosomal recessive,strong,complement component C1s deficiency,,False
C2,GenCC,medium,Autosomal recessive,strong,complement component 2 deficiency,,False
C2CD3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,orofaciodigital syndrome type 14,HGNC:24564,False
C2ORF69,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 53,,False
C3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,complement component 3 deficiency,HGNC:1318,False
C3ORF52,GenCC,medium,Autosomal recessive,strong,hypotrichosis 15,,False
C4A,GenCC,medium,Autosomal recessive,strong,complement component 4a deficiency,,False
C4B,GenCC,medium,Autosomal recessive,strong,complement component 4b deficiency,,False
C5,GenCC,medium,Autosomal recessive,strong,complement component 5 deficiency,,False
C6,GenCC,medium,Autosomal recessive,strong,complement component 6 deficiency,,False
C7,GenCC,medium,Autosomal recessive,strong,complement component 7 deficiency,,False
C8A,GenCC,medium,Autosomal recessive,strong,type I complement component 8 deficiency,,False
C8B,GenCC,medium,Autosomal recessive,strong,type II complement component 8 deficiency,,False
C9,GenCC,medium,Autosomal recessive,strong,complement component 9 deficiency,,False
CA12,GenCC,medium,Autosomal recessive,strong,isolated hyperchlorhidrosis,,False
CA2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,autosomal recessive osteopetrosis 3,HGNC:1373,False
CA5A,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,HGNC:1377,False
CA8,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 3",HGNC:1382,False
CABP2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,HGNC:1385,False
CABP4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"cone-rod synaptic disorder, congenital nonprogressive",HGNC:1386,False
CACNA1B,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements,,False
CACNA1D,GenCC,medium,Autosomal recessive,strong,sinoatrial node dysfunction and deafness,,False
CACNA1S,GenCC,medium,Autosomal recessive,strong,congenital myopathy,,False
CACNA2D2,GenCC,medium,Autosomal recessive,strong,cerebellar atrophy with seizures and variable developmental delay,,False
CACNA2D4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,CACNA2D4-related retinopathy,HGNC:20202,False
CAD,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"developmental and epileptic encephalopathy, 50",HGNC:1424,False
CAMSAP1,GenCC,medium,Autosomal recessive,strong,"cortical dysplasia, complex, with other brain malformations 12",,False
CANT1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Desbuquois dysplasia 1,HGNC:19721,False
CAP2,GenCC,medium,Autosomal recessive,moderate,"cardiomyopathy, dilated, 2I",,False
CAPN1,GenCC,medium,Autosomal recessive,strong,autosomal recessive spastic paraplegia type 76,,False
CAPN15,GenCC,medium,Autosomal recessive,strong,oculogastrointestinal-neurodevelopmental syndrome,,False
CAPN3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,HGNC:1480,False
CAPS2,GenCC,medium,Autosomal recessive,moderate,intellectual disability,,False
CARD11,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,severe combined immunodeficiency due to CARD11 deficiency,HGNC:16393,False
CARD9,GenCC,medium,Autosomal recessive,strong,predisposition to invasive fungal disease due to CARD9 deficiency,,False
CARMIL2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,severe combined immunodeficiency due to CARMIL2 deficiency,HGNC:27089,False
CARS1,GenCC,medium,Autosomal recessive,strong,"microcephaly, developmental delay, and brittle hair syndrome",,False
CARS2,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation defect type 27,,False
CASP2,GenCC,medium,Autosomal recessive,moderate,"intellectual developmental disorder, autosomal recessive 80, with variant lissencephaly",,False
CASP8,GenCC,medium,Autosomal recessive,strong,autoimmune lymphoproliferative syndrome type 2B,,False
CASQ2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,catecholaminergic polymorphic ventricular tachycardia,HGNC:1513,False
CASR,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,neonatal severe primary hyperparathyroidism,HGNC:1514,False
CAST,GenCC,medium,Autosomal recessive,strong,peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome,,False
CAT,GenCC,medium,Autosomal recessive,strong,acatalasia,,False
CAV1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital generalized lipodystrophy type 3,HGNC:1527,False
CAV3,GenCC,medium,Autosomal recessive,strong,autosomal dominant limb-girdle muscular dystrophy type 1C,,False
CAVIN1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,lipodystrophy,HGNC:9688,False
CBLB,GenCC,medium,Autosomal recessive,strong,"autoimmune disease, multisystem, infantile-onset, 3",,False
CBLIF,GenCC,medium,Autosomal recessive,strong,hereditary intrinsic factor deficiency,,False
CBS,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,classic homocystinuria,HGNC:1550,False
CBY1,GenCC,medium,Autosomal recessive,moderate,ciliopathy,,False
CC2D1A,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,complex neurodevelopmental disorder,HGNC:30237,False
CC2D2A,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,ciliopathy,HGNC:29253,False
CCBE1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Hennekam lymphangiectasia-lymphedema syndrome 1,HGNC:29426,False
CCDC146,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
CCDC32,GenCC,medium,Autosomal recessive,strong,cardiofacioneurodevelopmental syndrome,,False
CCDC39,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary ciliary dyskinesia 14,HGNC:25244,False
CCDC40,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary ciliary dyskinesia 15,HGNC:26090,False
CCDC47,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,trichohepatoneurodevelopmental syndrome,HGNC:24856,False
CCDC8,GenCC,medium,Autosomal recessive,strong,3M syndrome 3,,False
CCDC82,GenCC,medium,Autosomal recessive,moderate,complex neurodevelopmental disorder,,False
CCDC88A,GenCC,medium,Autosomal recessive,strong,PEHO-like syndrome,,False
CCDC88C,GenCC,medium,Autosomal recessive,strong,"hydrocephalus, nonsyndromic, autosomal recessive 1",,False
CCN6,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,progressive pseudorheumatoid arthropathy of childhood,HGNC:12771,False
CCNO,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary ciliary dyskinesia 29,HGNC:18576,False
CCT2,GenCC,medium,Autosomal recessive,strong,Leber congenital amaurosis,,False
CD151,GenCC,medium,Autosomal recessive,strong,"epidermolysis bullosa simplex 7, with nephropathy and deafness",,False
CD19,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"immunodeficiency, common variable, 3",HGNC:1633,False
CD247,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,immunodeficiency 25,HGNC:1677,False
CD27,GenCC,medium,Autosomal recessive,strong,lymphoproliferative syndrome 2,,False
CD28,GenCC,medium,Autosomal recessive,moderate,immunodeficiency 123 with HPV-related verrucosis,,False
CD2AP,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"focal segmental glomerulosclerosis 3, susceptibility to",HGNC:14258,False
CD320,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,methylmalonic acidemia due to transcobalamin receptor defect,HGNC:16692,False
